ID,longitude,latitude,heading,dates,status,absolute_greenery,relative_greenery,relative_tree
I6203,-87.63774288057284,41.88539102293375,119,2014-10,OK,6750,0.02947649740606823,0.032030597524865236
I6204,-87.64011365402128,41.84645735648645,340,2021-11,OK,0,0.0,0.0
I6205,-87.64981229936325,41.95804755731172,178,2019-07,OK,34201,0.14935195374591695,0.1622931060663579
I6207,-87.67970401085586,41.8470324973004,92,2021-08,OK,3834,0.016742650526646755,0.01795611570875408
I6208,-87.7326805024976,41.8624024558192,196,2019-10,OK,115813,0.5057424583835526,0.3946217067800471
I6209,-87.59573453535883,41.69607686712482,27,2019-08,OK,65221,0.2848128351586927,0.24117853617796675
I6210,-87.71745468425911,41.85269423004625,102,2019-09,OK,101115,0.44155793114290204,0.392306013210842
I6211,-87.66219174959852,41.67903148931749,229,2023-09,OK,37701,0.16463606351202642,0.0826389416141523
I6212,-87.77585469743941,41.97061642332626,123,2022-10,OK,95350,0.41638281891386747,0.197469820059221
I6213,-87.80090408830799,41.999982257206,330,2019-07,OK,71166,0.31077398731855577,0.03798117075392909
I6214,-87.53813688687531,41.67671252202311,286,2019-07,OK,641,0.002799175531450331,0.0022587502847164227
I6216,-87.68117440178385,41.98056349101455,327,2022-08,OK,55271,0.24136229453789587,0.26227602308101133
I6217,-87.63382598584647,41.71564142438425,176,2019-07,OK,92875,0.4055747698649758,0.2796721964922937
I6218,-87.67216866873329,41.7145501249917,102,2018-08,OK,168853,0.7373622246676798,0.511635411130514
I6219,-87.64263150539081,41.73893946672115,289,2022-09,OK,35650,0.15567957518908626,0.16895547035152989
I6220,-87.69009194021737,42.01565250548775,61,2019-08,OK,85422,0.37302834984017186,0.3923392301267937
I6221,-87.74278912107647,41.879808291115,144,2022-09,OK,83700,0.36550856783524605,0.3285912231417508
I6222,-87.64938308543033,41.94732571752778,305,2021-06,OK,13799,0.06025869447501266,0.06548003188823931
I6223,-87.66556403493233,41.91157962385326,290,2022-06,OK,4656,0.020332232877430172,0.020689393364209246
I6224,-87.6349617259394,41.73084285324533,288,2018-07,OK,103248,0.4508725043232196,0.28762527522587505
I6225,-87.64707721464357,41.8757592919872,230,2022-08,OK,0,0.0,0.0
I6226,-87.53429970779831,41.71582367762714,137,2022-10,OK,30060,0.1312686684483572,0.1426429276440665
I6227,-87.56454949717975,41.71119793260409,289,2019-07,OK,89799,0.3921422208248179,0.2617492976994913
I6228,-87.66128817193945,41.97540071658719,214,2021-11,OK,15084,0.06587014620342714,0.039305102118290185
I6229,-87.69191162207558,41.92875780147038,242,2019-07,OK,153858,0.6718807315411623,0.4268943132639891
I6230,-87.635931333322,41.7497913538588,327,2022-09,OK,58085,0.25365071878984785,0.04441101662743907
I6231,-87.67268057853585,41.92946291274272,192,2018-10,OK,71752,0.31333298398225296,0.3376357148280313
I6232,-87.57107523277254,41.72253054864557,159,2021-11,OK,13588,0.059337281000541496,0.05529667451218586
I6233,-87.78549452760575,41.92379901901543,354,2019-05,OK,55620,0.2428863386260022,0.23513780274846252
I6234,-87.6988809557923,41.84463751503555,185,2021-08,OK,92597,0.40436077486069627,0.0
I6235,-87.80022631964599,41.79126212089401,249,2019-09,OK,108178,0.4724012646509109,0.37201522283805327
I6236,-87.59320920210027,41.75850183575318,65,2022-09,OK,12727,0.05557738999807857,0.06039309847391998
I6237,-87.7715775758972,41.9129760103107,151,2019-06,OK,144143,0.629456409718947,0.4467912459190646
I6238,-87.69315443286982,41.76976216687454,205,2022-07,OK,105503,0.4607198379010987,0.38456172652038567
I6239,-87.77398816080529,41.86728429429188,54,2019-08,OK,82298,0.359386190151793,0.386488307645585
I6240,-87.64035232244395,41.75001514922218,289,2015-11,OK,121985,0.5326948942339604,0.44836667678991726
I6241,-87.78954505469132,41.93683687901287,254,2018-06,OK,117047,0.5111311987982323,0.2767253815200061
I6242,-87.58619650492578,41.76142282307283,247,2022-09,OK,22034,0.0962200213104159,0.1045573608685749
I6243,-87.69854927885231,42.00253838528274,276,2022-08,OK,123418,0.538952645461056,0.4527180927795915
I6244,-87.71743461596682,41.80741379223271,159,2022-08,OK,81865,0.35749532742930007,0.25745482499430566
I6245,-87.71463331099713,41.7957617795521,132,2022-09,OK,57541,0.251275131443344,0.1328202110697745
I6246,-87.71290015705759,41.78590019220124,98,2022-09,OK,106937,0.466981956016699,0.410224166729937
I6247,-87.70643262459943,41.9575712390353,206,2021-10,OK,72864,0.3181889639993712,0.23143174398299293
I6248,-87.64150190375173,41.70308870353131,320,2019-08,OK,100451,0.43865831717584586,0.34784754384632904
I6249,-87.77604363634445,41.96766365735856,290,2022-10,OK,1611,0.0070350573809149506,0.007644635942601169
I6250,-87.71652063490012,41.75735923677035,110,2019-10,OK,48085,0.20998183374382084,0.20434097638751803
I6251,-87.76251085131862,41.77433500640088,124,2018-10,OK,3606,0.01574699994759734,0.0154173942753018
I6253,-87.75463281808345,41.91814786469134,42,2019-06,OK,131494,0.5742196370242275,0.5034213423430264
I6254,-87.68084146737247,41.76976948962074,284,2022-07,OK,155148,0.6775140177120997,0.4718273099992408
I6255,-87.79887847955364,41.98267764685027,346,2021-09,OK,152910,0.6677409212387989,0.6298022169918761
I6256,-87.69876545940409,41.88196914485605,121,2021-09,OK,20710,0.09043826093032192,0.08132924607091337
I6257,-87.83979501126444,41.96635676897036,225,2019-07,OK,14031,0.06127181260808049,0.02755105914509149
I6258,-87.600681397539,41.6586529049719,319,2022-07,OK,212098,0.9262083180492235,0.5034213423430264
I6259,-87.8860616629187,41.97661917037106,312,2022-08,OK,95931,0.41891998113504164,0.08580403917697974
I6260,-87.79400588742618,41.78848257877384,83,2019-09,OK,41474,0.1811123338398924,0.1515213347505884
I6261,-87.76596887083974,41.9234134619065,305,2021-11,OK,1139,0.004973886006742476,0.005404866752714297
I6262,-87.63136036205466,41.72168503965211,224,2021-11,OK,91443,0.39932138552638474,0.25766361703743074
I6263,-87.73839866147391,41.98273159134039,114,2019-08,OK,147526,0.644229593530018,0.7000512489560398
I6265,-87.5868494305157,41.74418684861534,256,2022-10,OK,33436,0.14601128403989588,0.08988022929162554
I6266,-87.7069466298921,41.82435827106854,167,2022-11,OK,23399,0.10218082411919858,0.10964903955660163
I6267,-87.67485244461479,41.87623526497067,128,2021-08,OK,26622,0.1162553057695331,0.07203325487814137
I6268,-87.66834526391665,41.93293335054747,298,2021-11,OK,9163,0.040013799367674546,0.04348094298079113
I6269,-87.67510688051,41.8558363858922,93,2019-07,OK,112260,0.4902269035266992,0.43598151241363603
I6270,-87.66114669234668,41.81224526414309,292,2022-11,OK,68801,0.3004462960051704,0.3254878141371194
I6272,-87.69086814917289,41.82194318068175,41,2022-11,OK,19834,0.08661286660028997,0.07658871763723332
I6273,-87.5888602351738,41.65947374432801,240,2021-09,OK,108201,0.4725017030865168,0.0857755675347354
I6274,-87.79036376124671,41.99462203100099,236,2019-05,OK,57983,0.25320529616237836,0.25595531850277126
I6275,-87.70753182351429,41.74241377967136,9,2023-08,OK,58628,0.2560219392478471,0.03499639359198239
I6276,-87.67175982893579,41.90097587608663,72,2021-08,OK,8497,0.03710545162360915,0.0403205906916711
I6277,-87.5441295657985,41.64820273584296,341,2021-10,OK,126886,0.5540970147950183,0.32109369068407867
I6278,-87.71538534858301,41.95469888607951,297,2022-09,OK,105647,0.4613486698457615,0.406978399514084
I6279,-87.64168537933948,41.70930639779615,95,2019-07,OK,39664,0.1732082656465615,0.06070154126490016
I6280,-87.66568465719884,42.00304972686092,243,2021-11,OK,29199,0.12750877744589426,0.12593956419406271
I6281,-87.59528446526537,41.66039431062934,147,2019-07,OK,86724,0.3787140386731646,0.3496982005922102
I6282,-87.70054501864024,41.74617635959456,352,2022-08,OK,57010,0.24895631364739995,0.18759016020044036
I6283,-87.60273763505717,41.75057750848707,205,2022-09,OK,70994,0.3100228824957641,0.2977896515070989
I6284,-87.65071301824615,41.67587523159071,251,2022-07,OK,82421,0.35992331743785916,0.2684021714372485
I6285,-87.79353909158021,41.95925127556165,329,2022-10,OK,65251,0.2849438418138308,0.21908454179637082
I6286,-87.74813292843407,41.97964554799542,45,2023-07,OK,99836,0.4359726807455152,0.45542289879280234
I6287,-87.62040701093095,41.78146165839623,10,2023-06,OK,74703,0.32621967195933554,0.278856009414623
I6288,-87.60943370729197,41.83905074806735,114,2021-06,OK,67577,0.2951012244755367,0.26397483106825603
I6289,-87.6786574746052,41.94867130294452,211,2022-08,OK,103281,0.4510166116438715,0.46407827803507706
I6290,-87.77433077157623,41.94306154462388,215,2019-05,OK,168549,0.7360346905622805,0.6331428896818768
I6291,-87.74515819840876,41.96267352635825,184,2022-09,OK,14547,0.06352512707645548,0.06902949662136512
I6292,-87.76267334023063,41.87284574912243,314,2021-08,OK,1901,0.008301455047249733,0.009020765317743528
I6293,-87.59611685030248,41.8031926089721,104,2022-07,OK,138828,0.6062463973169837,0.51285969174702
I6294,-87.73961465771531,41.94352611316553,319,2022-08,OK,79046,0.3451850687348251,0.27721888998557437
I6295,-87.64870749060672,41.88853633081113,48,2021-08,OK,38319,0.16733480060787087,0.05843330043276896
I6296,-87.82055674837902,41.98212245003399,296,2018-08,OK,71153,0.31071721776799593,0.27384025510591453
I6297,-87.67703564192739,41.6820829242358,224,2022-07,OK,168586,0.7361962654369508,0.4575582719611267
I6298,-87.72064527956175,41.79077787092598,2,2022-09,OK,125282,0.5470925256336355,0.5704435881861666
I6299,-87.63011571481125,41.84188300454824,245,2021-06,OK,4769,0.020825691278450277,0.015797016171892796
I6300,-87.731351611711,41.78402907401964,200,2018-07,OK,69922,0.30534157801883,0.16552938273479614
I6301,-87.58608162765367,41.75412471311436,177,2022-09,OK,10783,0.04708815874513092,0.017391428137574976
I6302,-87.64138791813632,41.83739316499152,316,2019-07,OK,79833,0.3486218099879474,0.3788294358818617
I6304,-87.70823255739803,41.96035019687491,53,2021-11,OK,53132,0.2320215200265507,0.25212588262090957
I6305,-87.74875116522533,41.91324531631395,30,2018-05,OK,37612,0.16424741043511676,0.08286196947839951
I6306,-87.72786141613167,41.93085825436695,221,2022-08,OK,90839,0.3966837848696047,0.3972695695087693
I6307,-87.65486673862678,41.9617931150846,177,2021-08,OK,15879,0.06934182256458628,0.0753502011996052
I6308,-87.66344696059825,41.74306208421227,250,2023-06,OK,38688,0.16894618246606927,0.18307265963100752
I6309,-87.78853572140872,41.93975089573415,344,2019-05,OK,96686,0.4222169819560167,0.368888087464885
I6310,-87.84349760300057,41.97375315762679,210,2021-09,OK,77123,0.33678754214047407,0.3452234074861438
I6311,-87.62146121104125,41.80931397578256,264,2022-06,OK,18696,0.08164334748205208,0.034109027408700934
I6312,-87.7547258675145,41.87937696787002,60,2019-07,OK,69655,0.3041756187881011,0.23827442866904563
I6313,-87.67566502452702,41.94234902503986,348,2022-08,OK,112561,0.4915413369665846,0.5264454103712702
I6314,-87.781219069095,41.7868504383965,316,2019-09,OK,171424,0.7485894950130133,0.540894768810265
I6315,-87.61146054695267,41.76212511562883,143,2022-09,OK,103215,0.4507283970025677,0.38087464884974565
I6316,-87.6258934664048,41.76219504331462,280,2023-09,OK,48129,0.21017397683802339,0.19512090957406422
I6317,-87.6568513736359,41.73040688389972,340,2019-07,OK,62890,0.27463361805446385,0.21879508010022017
I6318,-87.64752383941756,41.74558737365773,177,2022-09,OK,59210,0.2585634683575259,0.15253682332396934
I6319,-87.67396762557495,41.9448631976152,144,2022-08,OK,62251,0.2718431763000227,0.29539803355857563
I6320,-87.62578644599732,41.91143776567184,212,2022-08,OK,17019,0.07432007545983337,0.07065238022929163
I6321,-87.6045559810161,41.71566367411757,232,2022-08,OK,95159,0.41554874320948837,0.3955565257004024
I6322,-87.64333384091873,41.84828490451945,146,2022-08,OK,3477,0.015183671330503589,0.016475590312049197
I6323,-87.74992069202153,41.95942906513825,14,2022-08,OK,98028,0.42807734632919353,0.39701807000227773
I6324,-87.63027272838745,41.88006640650239,88,2018-07,OK,4,1.7467554018410803e-05,1.8981094829549768e-05
I6325,-87.62999989341985,41.77378867364601,293,2022-11,OK,9938,0.04339813795874164,0.0471585301040164
I6326,-87.82468331052405,41.97441573352666,165,2022-10,OK,52693,0.2301044559730301,0.11731265659403234
I6327,-87.79518910059652,41.7907970881246,153,2019-09,OK,69159,0.3020096420898182,0.16168096575810492
I6328,-87.6026362118445,41.69129539288504,250,2018-07,OK,72147,0.31505790494157104,0.32246982005922104
I6329,-87.66936547685876,41.75208716798155,80,2022-07,OK,48393,0.2113268354032385,0.10925992711259586
I6330,-87.64294890908569,41.94006203687858,250,2018-06,OK,38239,0.16698544952750266,0.1814545212967884
I6331,-87.68667386108982,41.70360343350692,357,2018-08,OK,61926,0.27042393753602684,0.1586772075013287
I6332,-87.60260561906314,41.65583276085736,292,2022-07,OK,84216,0.367761882303621,0.28488725229671247
I6333,-87.69438013923428,41.98576556470496,3,2022-08,OK,124846,0.5451885622456287,0.520148432161567
I6334,-87.53284126947023,41.68489414924895,351,2019-06,OK,28736,0.1254869080682632,0.06278946169615063
I6335,-87.72591820278346,41.88995732933902,23,2022-08,OK,10115,0.04417107722405632,0.04799844355022398
I6336,-87.74342155320151,41.99401973682988,70,2019-08,OK,108452,0.4735977921011721,0.35547319869410066
I6337,-87.65290565167197,41.94057750640646,338,2019-07,OK,68535,0.29928470366294607,0.325127173335358
I6338,-87.52998946115471,41.70637314848569,89,2022-10,OK,26750,0.11681426749812224,0.09877761749297699
I6339,-87.65581552671293,41.91841447772057,339,2019-07,OK,67542,0.2949483833778756,0.3196606180244477
I6340,-87.76369639125458,41.79882566419139,352,2022-08,OK,65033,0.2839918601198274,0.19514938121630857
I6341,-87.52797177630646,41.70594782519191,203,2022-10,OK,46195,0.20172841447012174,0.17662383266266798
I6342,-87.65021448616615,41.82654506411274,357,2021-08,OK,70357,0.3072411745183322,0.25654847771619466
I6343,-87.63036776464006,41.77885074941597,296,2023-09,OK,6504,0.028402242833935963,0.030393478095816568
I6344,-87.6730842940548,41.9423053141826,240,2022-08,OK,70149,0.30633286170937485,0.30795877306203023
I6346,-87.78729102105818,41.99243811590013,114,2022-10,OK,34231,0.14948296040105505,0.1422680510211829
I6347,-87.71345858908137,41.87450772237455,105,2021-10,OK,81735,0.35692763192370175,0.3697849441955812
I6348,-87.54377096112708,41.69893487960926,0,2019-06,OK,116374,0.5081922828346347,0.4370871611874573
I6349,-87.76568190770163,41.90311662425218,344,2021-07,OK,46765,0.2042175409177453,0.12036861286158985
I6350,-87.66006639087396,41.85836510320237,131,2018-06,OK,7,3.0568219532218904e-05,3.3216915951712096e-05
I6351,-87.70183706717448,41.95174136563291,149,2018-06,OK,101746,0.4443134377893064,0.33954331485840106
I6352,-87.62734909981685,41.71853200805058,55,2014-09,OK,178631,0.780061660465685,0.6190162098549844
I6353,-87.61523787001191,41.71740280205561,299,2022-08,OK,130133,0.5682763017694632,0.3681810416824842
I6354,-87.63563850306836,41.93823373589129,287,2021-11,OK,22246,0.09714580167339168,0.10556335889454103
I6356,-87.68042473175854,41.88217908436007,56,2021-09,OK,34906,0.15243061014166187,0.16563852403006604
I6357,-87.57534166855528,41.74978633799901,192,2014-08,OK,132279,0.5776476445003406,0.46692544225950955
I6358,-87.70806032566442,41.90011452656314,51,2021-08,OK,91877,0.4012166151373823,0.43598151241363603
I6359,-87.77547704245733,41.91715005459297,206,2021-08,OK,87152,0.38058306695313454,0.41356009414623035
I6360,-87.6633657642417,41.98679302735553,169,2018-07,OK,111641,0.4875237995423501,0.508622162326323
I6361,-87.7105496159027,41.81022520319258,152,2022-09,OK,56847,0.2482445108211497,0.2530559562675575
I6362,-87.69086852520347,41.78644479277632,44,2022-09,OK,20888,0.0912155670841412,0.09697915875787716
I6363,-87.78414444628606,41.9203082927761,200,2018-05,OK,111584,0.48727488689758774,0.4357015412649002
I6364,-87.80604268987723,41.92106308785556,313,2019-05,OK,65019,0.283930723680763,0.15346689697061727
I6365,-87.61140095524495,41.80693364509435,77,2022-07,OK,119143,0.5202841971038795,0.47253910105534885
I6366,-87.54010575998838,41.70274488022702,353,2019-06,OK,35045,0.15303760764380164,0.1522426163541113
I6367,-87.80410493338107,41.91437873587037,283,2019-05,OK,96623,0.4219418679802267,0.32193834940399363
I6368,-87.64149482671387,41.65848631911643,190,2022-07,OK,57907,0.2528734126360286,0.0961297547642548
I6369,-87.73385585387808,41.83067515985256,49,2021-06,OK,8669,0.03785655644640081,0.025904449168628045
I6370,-87.66575636822655,41.98170852357639,102,2021-11,OK,49257,0.21509982707121522,0.23373794700478323
I6371,-87.61700668090154,41.87171314846069,213,2022-08,OK,36309,0.15855735471361945,0.13048553640573987
I6372,-87.6440375960268,41.92736439676042,340,2018-07,OK,62883,0.2746030498349316,0.2983970465416445
I6373,-87.70718885766291,41.92390584700442,269,2023-09,OK,210012,0.9170989886286224,0.6203875939564194
I6374,-87.6204148444595,41.71484527549897,250,2022-07,OK,60089,0.26240196335307164,0.2747418571103181
I6375,-87.68874803933046,41.69835745499602,358,2019-09,OK,117934,0.5150046289018149,0.49118802672538153
I6376,-87.67557136153236,41.84259721932863,113,2022-07,OK,15510,0.06773044070638788,0.07097505884139398
I6377,-87.66781291421944,42.01922988599166,59,2019-07,OK,42151,0.18406871735750843,0.1481996431554172
I6378,-87.65559997005451,41.71405784259805,300,2023-05,OK,42931,0.18747489039109855,0.17315978285627515
I6379,-87.70961474791417,41.69794739904441,96,2019-09,OK,76654,0.3347394714318154,0.19575203097714677
I6380,-87.71564617230261,41.99729282172898,119,2022-08,OK,16506,0.07207986165697218,0.07159194442335434
I6381,-87.68795065992872,41.85200356426458,27,2021-07,OK,171,0.0007467379342870618,0.0008114418039632526
I6382,-87.77814660739435,42.00739951755956,204,2019-09,OK,72110,0.3148963300669007,0.29218073798496697
I6383,-87.6571474545984,41.78820915750959,164,2022-08,OK,99091,0.4327193488095862,0.4092276592513856
I6384,-87.70540617539137,41.86021967524188,259,2019-08,OK,25457,0.11116788066167095,0.07046256928099613
I6385,-87.71205975240176,41.69866529732395,293,2012-10,OK,80378,0.35100176422295587,0.29366600865537923
I6386,-87.67812208588337,41.93228554975598,308,2021-11,OK,10036,0.0438260930321927,0.04762356692734037
I6387,-87.76861609874464,41.94219226884341,229,2019-05,OK,93643,0.4089285402365107,0.3219241135828715
I6388,-87.64079916359708,41.72234091887641,179,2019-06,OK,104502,0.45634858250799143,0.3353722192696075
I6389,-87.71879240007983,41.94657148663741,176,2022-09,OK,0,0.0,0.0
I6390,-87.71750925193035,41.77690000909738,170,2022-08,OK,108565,0.4740912505021922,0.3568967808063169
I6391,-87.72559852159816,41.84788978695567,339,2019-09,OK,30708,0.13409841219933974,0.14571786500645356
I6392,-87.62296067015585,41.74002696698165,213,2019-06,OK,122282,0.5339918601198275,0.4343349024371726
I6393,-87.60058984128095,41.68807460878723,142,2022-08,OK,29198,0.12750441055738965,0.12864437020727357
I6394,-87.65687982277983,41.95419375456844,266,2019-07,OK,150304,0.6563608097958042,0.4863288664490168
I6395,-87.71743664534509,41.89216712900145,261,2019-10,OK,57770,0.25227514891089803,0.21335699643155417
I6396,-87.76760254387358,41.93564168220599,332,2021-07,OK,66977,0.29248109137277506,0.267158909725913
I6397,-87.60013258473562,41.68893528756691,222,2022-08,OK,26645,0.11635574420513896,0.10146344241135828
I6398,-87.64336350304536,41.65845556618723,221,2022-07,OK,155587,0.6794310817656204,0.5210025814288968
I6399,-87.72205685344005,41.96374417456489,169,2019-06,OK,74081,0.32350346730947266,0.265702110697745
I6400,-87.57010779511906,41.73529517206455,230,2022-10,OK,59161,0.2583494908208004,0.2575260040999165
I6401,-87.78123505609781,41.94243080585417,89,2014-10,OK,124392,0.5432059948645391,0.5622152835775568
I6402,-87.63006202131585,41.9018566537368,248,2019-08,OK,16043,0.07005799227934112,0.07612842608761673
I6403,-87.63616264455311,41.73059566007722,124,2019-06,OK,149308,0.65201138884522,0.5195457824007289
I6404,-87.60579250845024,41.75128060844823,132,2022-09,OK,1749,0.0076376879945501235,0.008299483714220636
I6405,-87.76724366492512,41.9604446393616,221,2022-10,OK,8162,0.03564254397456724,0.038730923999696305
I6406,-87.72741527872229,41.85946733478184,355,2021-09,OK,138905,0.6065826477318381,0.5579492825146154
I6407,-87.68371292779025,41.80277769836726,35,2022-11,OK,69666,0.30422365456165174,0.11862709741097867
I6408,-87.68979712625291,41.69289374560764,339,2019-10,OK,132098,0.5768572376810075,0.5384604433983752
I6409,-87.56964329715379,41.73689129501522,66,2022-10,OK,46107,0.20134412828171672,0.07031072052235973
I6410,-87.67300461958338,41.72862759015735,23,2019-10,OK,131955,0.5762327726248493,0.4981493432541189
I6411,-87.65464937110154,41.99236931719933,194,2019-07,OK,48292,0.2108857796642736,0.14561346898489105
I6412,-87.66109416417333,41.8399768960134,65,2019-07,OK,6419,0.028031057311044733,0.0021306278946169616
I6413,-87.72752596809977,41.77436520087715,65,2011-07,OK,74067,0.3234423308704082,0.15694992787183965
I6414,-87.63896554359752,41.69603031281201,272,2018-07,OK,110502,0.4825499135356076,0.3751423582112216
I6415,-87.7040170150467,41.78987576723136,91,2022-09,OK,84877,0.3706483956051634,0.4011939108647787
I6416,-87.70550413752309,41.95189168457793,261,2022-09,OK,115579,0.5047206064734755,0.4366031432693038
I6417,-87.69000530120974,41.80833921978613,351,2022-11,OK,27558,0.12034271340984122,0.13077025282818314
I6418,-87.61793606828358,41.68343556411907,44,2022-07,OK,22297,0.09736851298712641,0.09187324424872827
I6419,-87.78947714115252,41.93500779034035,264,2019-05,OK,74586,0.325708746004297,0.08485972970920963
I6420,-87.71130074388279,41.88543502150903,260,2019-08,OK,45701,0.19957117154884801,0.18888087464884976
I6421,-87.56192877683347,41.74087189894576,114,2022-10,OK,87925,0.38395867176719245,0.31355345076304003
I6422,-87.61943805335677,41.68644547058339,195,2022-07,OK,77303,0.33757358207130256,0.2521543542631539
I6423,-87.70522543733539,41.91647141615351,137,2019-08,OK,49182,0.21477231043337003,0.13934496241743224
I6424,-87.64398128397205,41.84398747419439,29,2019-07,OK,74005,0.32317158378312283,0.31081542783387744
I6425,-87.61488095077026,41.79021634981311,304,2022-07,OK,81665,0.3566219497283795,0.30387783767367704
I6426,-87.59317543759947,41.72129244104968,76,2018-07,OK,116351,0.5080918443990288,0.43845380001518486
I6427,-87.73899404243264,41.94076854654855,198,2022-08,OK,67029,0.2927081695750144,0.26562144104471946
I6428,-87.67244696961738,41.6827711823283,72,2018-11,OK,65327,0.28527572534018064,0.10287753397615974
I6429,-87.64935041622834,41.96920673902051,260,2021-11,OK,42163,0.18412112001956366,0.15279781337787562
I6430,-87.71860164382304,41.99551356809991,147,2022-08,OK,162188,0.7082569127845028,0.5587085263077974
I6431,-87.8792675078354,41.97945335563071,343,2022-08,OK,63775,0.2784983143810372,0.031067306962265583
I6432,-87.64211715012569,41.68239515181312,110,2023-07,OK,126084,0.5505947702143269,0.45081998329663653
I6433,-87.64857794086308,41.94950497587887,123,2019-07,OK,6381,0.027865115547869832,0.030279591526839268
I6434,-87.69024446056945,41.96860012348323,131,2022-12,OK,12956,0.056577407465632584,0.0614797661529117
I6435,-87.662088426434,41.76857412744012,135,2022-08,OK,55317,0.24156317140910757,0.17401867739731228
I6436,-87.63192363511847,41.76174927134963,235,2022-05,OK,112101,0.48953256825446734,0.3814772986105839
I6437,-87.64878765920635,41.74706936946124,264,2022-08,OK,26981,0.11782301874268546,0.02187096651734872
I6438,-87.67599671787224,41.70097931457312,167,2019-09,OK,92199,0.4026227532358644,0.3467703667147521
I6439,-87.68037515952456,41.70526711783883,247,2018-11,OK,83357,0.3640107250781673,0.14069736542403766
I6441,-87.55518955841539,41.7206550729929,19,2022-10,OK,71087,0.3104290031266922,0.22962379470047833
I6442,-87.61736057046134,41.66517659190844,65,2022-07,OK,149724,0.6538280144631348,0.7104813605648774
I6443,-87.72164876263965,41.87440067184866,71,2021-09,OK,20456,0.08932907125015284,0.09697441348416977
I6444,-87.65829172095864,41.98000064732372,15,2019-07,OK,26805,0.11705444636587539,0.1271970617265204
I6445,-87.76641162541156,41.99395082429852,51,2019-09,OK,119285,0.5209042952715331,0.5642320249031965
I6446,-87.65560463644549,41.99683329376294,163,2021-11,OK,23682,0.10341665356600115,0.11237757193834941
I6447,-87.76710784576846,41.96234754511917,92,2023-09,OK,99408,0.4341036524655453,0.39477830081239085
I6448,-87.62746161425251,41.71549398757141,57,2022-08,OK,19110,0.0834512393229576,0.062409839799559635
I6449,-87.65940976879818,41.78131263572612,204,2022-08,OK,98135,0.428544603399186,0.3306649077518791
I6450,-87.68876879718144,41.78852381818412,320,2022-08,OK,58261,0.25441929116665796,0.2221832055272948
I6451,-87.68788041285619,41.78649464588148,239,2022-09,OK,59422,0.25948924872050166,0.28197365424037657
I6452,-87.68499146446221,41.884673897996,322,2021-08,OK,6267,0.027367290258345126,0.02745615367094374
I6453,-87.68510045207223,41.97047853474447,269,2021-11,OK,36120,0.15773201278624954,0.15683129602915497
I6454,-87.70204488626327,41.99663196422895,353,2022-08,OK,75829,0.3311367884155182,0.32740964998861133
I6456,-87.6481388540746,41.87519325047212,319,2022-06,OK,0,0.0,0.0
I6457,-87.83260572954073,41.94195006103794,187,2019-08,OK,33950,0.14825586473126168,0.09377609900539063
I6458,-87.62103564733145,41.88803440652311,184,2021-08,OK,2614,0.01141504655103146,0.012404145471110774
I6459,-87.5891439432114,41.811317605066,357,2022-06,OK,110804,0.4838687138639976,0.15952661149495104
I6460,-87.73207602206229,41.94073594411005,267,2022-08,OK,131898,0.5759838599800869,0.35253587426922783
I6461,-87.63746886841233,41.69017188842578,36,2019-07,OK,91084,0.39775367255323235,0.35098416976691216
I6462,-87.62274676599571,41.80550932220861,35,2022-06,OK,34608,0.15112927736729026,0.15762375673828866
I6463,-87.72767550729142,41.76766497585411,213,2023-06,OK,103,0.00044978951597407816,0.0004887631918609065
I6464,-87.64562002669946,41.90071067689207,267,2007-07,OK,7407,0.032345543153592206,0.0
I6465,-87.72478412848405,41.94930967485499,284,2022-08,OK,118118,0.5158081363866618,0.43446302482727206
I6466,-87.78810624137748,41.98108735217384,175,2022-10,OK,71159,0.3107434190990236,0.14429428289423735
I6467,-87.63828836401008,41.69968746403221,110,2021-09,OK,84961,0.37101521423955003,0.21118840634727812
I6468,-87.72821354372202,41.88426746659508,269,2021-09,OK,131393,0.5737785812852626,0.5522312276972136
I6469,-87.75245537675117,41.96255167267203,79,2022-08,OK,135285,0.5907745113451763,0.48676543163009645
I6470,-87.64564855812864,41.88444304620522,192,2022-09,OK,26,0.00011353910111967021,0.0001233771163920735
I6471,-87.65497918527102,41.69889867212999,203,2023-09,OK,26838,0.11719855368652728,0.08771163920734948
I6472,-87.7512713448452,41.98883743914714,266,2021-12,OK,32370,0.1413561808939894,0.1474403993622352
I6473,-87.61669173346282,41.81301169652767,237,2022-06,OK,57552,0.2513231672168946,0.24625123377116392
I6474,-87.61962673956869,41.84813715921651,87,2022-08,OK,6103,0.02665112054359028,0.025852251157846784
I6475,-87.6310727738381,41.84283673679164,107,2022-09,OK,21517,0.09396233995353631,0.10210405436185559
I6476,-87.67669131758761,41.87254245124945,318,2021-09,OK,0,0.0,0.0
I6477,-87.7707724925292,41.97512370070341,224,2022-10,OK,40280,0.1758982689653968,0.18917508161870777
I6478,-87.63550311832576,41.88914929069638,178,2021-08,OK,0,0.0,0.0
I6479,-87.67325018804532,41.94514048978867,143,2018-07,OK,60342,0.26350678614473616,0.286339306051173
I6480,-87.60321709405342,41.74029051506261,303,2022-09,OK,121711,0.5314983667836993,0.5159631007516513
I6481,-87.7223821961285,41.85662967175606,273,2019-10,OK,64987,0.2837909832486157,0.09312599650747855
I6482,-87.70357703399117,42.01379595411995,228,2022-08,OK,105807,0.4620473720064979,0.40672215473388507
